,emotion,score
50,neutral,0.5650706887245178
1835,disgust,0.7928667068481445
7896,neutral,0.694280743598938
3383,disgust,0.6965246200561523
6410,fear,0.7478717565536499
4313,disgust,0.5293187499046326
872,joy,0.9298921227455139
1254,anger,0.36882662773132324
8881,disgust,0.5826183557510376
5851,joy,0.6731153726577759
5702,surprise,0.697616457939148
8103,neutral,0.67315673828125
2098,fear,0.7672329545021057
5128,surprise,0.4351128339767456
248,sadness,0.25935599207878113
6561,fear,0.8048673272132874
1339,sadness,0.8601862192153931
7017,neutral,0.8702229261398315
2110,joy,0.5236426591873169
1569,neutral,0.4813629984855652
1726,neutral,0.7397690415382385
8384,disgust,0.8052459955215454
6940,neutral,0.5927116870880127
4395,surprise,0.6796131730079651
2420,disgust,0.4895271062850952
3045,joy,0.9222961068153381
5503,joy,0.4777296185493469
3703,neutral,0.8490527272224426
8191,sadness,0.936788022518158
5331,joy,0.9697058200836182
9808,anger,0.455224871635437
447,disgust,0.8848012089729309
7894,sadness,0.7196372747421265
8728,disgust,0.8186858296394348
7828,disgust,0.49325892329216003
1768,neutral,0.7449228167533875
6808,neutral,0.4505700170993805
4704,neutral,0.9246301651000977
3869,fear,0.3491288721561432
1655,joy,0.4195268452167511
3187,sadness,0.3086753785610199
683,neutral,0.534323513507843
4170,sadness,0.5027766823768616
4477,sadness,0.3259478807449341
461,disgust,0.6805647015571594
5764,sadness,0.6447492837905884
7522,joy,0.9487426280975342
4502,joy,0.8977369666099548
9709,sadness,0.8548368215560913
318,disgust,0.8560253977775574
1145,disgust,0.442489355802536
5094,joy,0.5834818482398987
1393,fear,0.7662895321846008
6623,disgust,0.9657291173934937
1501,neutral,0.5608101487159729
6408,neutral,0.8573400974273682
376,joy,0.9442896842956543
410,joy,0.7650132179260254
1660,sadness,0.792413055896759
3151,disgust,0.5129227638244629
1623,sadness,0.8676655888557434
5609,neutral,0.547508716583252
8532,neutral,0.572002112865448
5802,disgust,0.8670336008071899
5306,sadness,0.5276945233345032
7086,neutral,0.4745757579803467
8897,disgust,0.6867325305938721
7488,joy,0.9490236639976501
9615,disgust,0.8346662521362305
9217,neutral,0.8458113670349121
1672,neutral,0.397978812456131
2358,joy,0.9305686950683594
8467,surprise,0.6337611079216003
274,neutral,0.33399254083633423
2473,fear,0.42290598154067993
5489,surprise,0.6134258508682251
4771,sadness,0.5234273076057434
2107,neutral,0.559039831161499
7500,neutral,0.6263123750686646
4414,fear,0.47644808888435364
8138,disgust,0.3887134790420532
8660,joy,0.8874327540397644
8239,fear,0.9341857433319092
2417,disgust,0.8378187417984009
8771,surprise,0.5079415440559387
2236,fear,0.7525996565818787
3767,neutral,0.6902663111686707
9791,sadness,0.8014837503433228
9989,joy,0.40564608573913574
9965,joy,0.4103173613548279
7323,surprise,0.774493396282196
1383,joy,0.924507737159729
3101,neutral,0.4435345530509949
3921,surprise,0.6009271144866943
6685,disgust,0.6678251624107361
3194,joy,0.862263023853302
1941,neutral,0.4942930042743683
7713,disgust,0.9533221125602722
4896,fear,0.9645276665687561
4782,fear,0.585757851600647
1496,disgust,0.8286712765693665
1957,disgust,0.5713555216789246
9171,sadness,0.5730060338973999
9745,joy,0.9643567800521851
7332,disgust,0.4774521589279175
7949,neutral,0.5210046768188477
3017,sadness,0.9203965067863464
6746,neutral,0.7328454852104187
513,anger,0.6382803320884705
3934,disgust,0.6247701048851013
3025,fear,0.6561657190322876
1199,disgust,0.5020430684089661
5028,fear,0.9503536224365234
9784,surprise,0.30277219414711
921,neutral,0.5752278566360474
4649,sadness,0.670753538608551
5332,fear,0.5757117867469788
1076,surprise,0.7518280744552612
6768,surprise,0.5750527381896973
9410,surprise,0.7934763431549072
1671,joy,0.524034321308136
474,fear,0.7719246745109558
9186,joy,0.44931232929229736
8839,disgust,0.62190181016922
5758,surprise,0.6556332111358643
6297,neutral,0.4026140868663788
2478,joy,0.6325908303260803
5493,anger,0.4946788251399994
3914,neutral,0.7133904099464417
2138,joy,0.7109576463699341
5454,disgust,0.7050906419754028
5379,sadness,0.44423675537109375
8985,joy,0.510262131690979
4023,neutral,0.3033493757247925
3485,joy,0.7658790946006775
2455,disgust,0.7895264029502869
2464,fear,0.9574819207191467
8696,sadness,0.8355875611305237
1369,disgust,0.659866988658905
6688,neutral,0.6893507242202759
7456,disgust,0.33973178267478943
9974,neutral,0.48534584045410156
1901,sadness,0.7905157208442688
4871,joy,0.9559845924377441
4710,joy,0.5660748481750488
7886,neutral,0.730417013168335
1793,disgust,0.8018852472305298
2874,joy,0.839228630065918
6217,fear,0.4354610741138458
5213,joy,0.6316218972206116
2245,sadness,0.8948558568954468
1741,joy,0.37624624371528625
1020,disgust,0.5696213841438293
705,joy,0.820054829120636
4294,disgust,0.6311709880828857
5576,fear,0.941933810710907
7166,disgust,0.5574756860733032
8177,joy,0.5352137088775635
908,joy,0.8726208209991455
5193,neutral,0.7628302574157715
3077,sadness,0.732782781124115
9366,joy,0.8828625679016113
594,disgust,0.5931973457336426
5304,fear,0.540915846824646
440,disgust,0.4349510073661804
7606,disgust,0.624126136302948
4092,fear,0.4212459623813629
6134,disgust,0.3103428781032562
10,disgust,0.7776172161102295
3776,surprise,0.545817494392395
8999,neutral,0.589449942111969
3708,neutral,0.3692440688610077
3780,disgust,0.3288804888725281
93,sadness,0.8728817105293274
9239,surprise,0.40596792101860046
3949,fear,0.9306195974349976
5785,joy,0.5662936568260193
4870,disgust,0.6831986904144287
4802,disgust,0.8003437519073486
4867,joy,0.8755307197570801
292,neutral,0.730688214302063
7888,disgust,0.9690794944763184
7405,fear,0.9456337094306946
5595,sadness,0.9734311103820801
2886,neutral,0.523008406162262
6454,disgust,0.7918186187744141
2542,neutral,0.3649636507034302
1765,disgust,0.49942928552627563
6800,neutral,0.4253910779953003
1877,joy,0.5812546014785767
1981,joy,0.8648713827133179
9729,joy,0.6932213306427002
9608,neutral,0.9246414303779602
2685,surprise,0.6825473308563232
8930,neutral,0.40687182545661926
3458,surprise,0.9619116187095642
4541,neutral,0.5878124833106995
2178,neutral,0.6779869794845581
4450,joy,0.9629665613174438
3859,joy,0.6736031174659729
7623,anger,0.3811486065387726
7654,neutral,0.48056256771087646
4519,disgust,0.9385349750518799
2517,sadness,0.5365920662879944
4836,neutral,0.8598698973655701
2885,surprise,0.9414998292922974
7281,joy,0.6221626996994019
6255,sadness,0.5648698210716248
4539,fear,0.2939133644104004
5639,joy,0.9118863940238953
9459,disgust,0.8482905030250549
3481,sadness,0.9450204372406006
1277,fear,0.5160516500473022
3146,fear,0.7130523324012756
8262,fear,0.8708882331848145
3205,surprise,0.4474848210811615
9892,disgust,0.4193878769874573
2742,neutral,0.6821640729904175
6076,neutral,0.45647120475769043
4047,joy,0.478705495595932
5731,disgust,0.5311583876609802
2945,neutral,0.49252429604530334
5790,neutral,0.6225146055221558
6794,fear,0.43987393379211426
6543,disgust,0.8552124500274658
700,disgust,0.9289472103118896
3574,disgust,0.8473806381225586
7699,neutral,0.6960851550102234
2515,surprise,0.36914268136024475
3000,disgust,0.7178484797477722
5820,joy,0.8020629286766052
8581,fear,0.35254526138305664
3684,sadness,0.5257611274719238
2995,fear,0.40469855070114136
4252,neutral,0.30543333292007446
3411,disgust,0.5105709433555603
7962,sadness,0.5423691868782043
6309,sadness,0.2818566858768463
8611,anger,0.23170390725135803
5012,joy,0.7940930724143982
7750,neutral,0.49757519364356995
5979,surprise,0.750406801700592
4048,anger,0.5188133716583252
4899,joy,0.8378933072090149
1318,disgust,0.8493042588233948
9772,neutral,0.5119825601577759
9137,disgust,0.28998732566833496
7142,neutral,0.3354974687099457
1897,disgust,0.5963913798332214
7465,disgust,0.8088154196739197
603,joy,0.8954383730888367
2846,sadness,0.9699904322624207
8207,disgust,0.4844304621219635
393,disgust,0.7858341336250305
4436,neutral,0.8139921426773071
9447,disgust,0.8166935443878174
7234,sadness,0.831836462020874
5398,joy,0.9036644697189331
95,sadness,0.8893550038337708
1662,disgust,0.3745464086532593
8970,anger,0.37125808000564575
5130,joy,0.5977038145065308
1488,neutral,0.5942515134811401
8316,sadness,0.9078459143638611
2707,neutral,0.683999240398407
1595,sadness,0.7601694464683533
9277,disgust,0.8163531422615051
2377,disgust,0.6987003684043884
5140,disgust,0.4712054133415222
6147,disgust,0.5062347054481506
8241,disgust,0.6893792748451233
3948,fear,0.7504357099533081
3933,disgust,0.7808510065078735
4797,fear,0.7929635643959045
4372,fear,0.6890228986740112
9862,sadness,0.9381603598594666
8242,joy,0.9045582413673401
3448,neutral,0.7013011574745178
2943,neutral,0.7595452070236206
2465,disgust,0.5546640753746033
8582,joy,0.4155902564525604
5506,neutral,0.7691344022750854
2698,neutral,0.589755117893219
2447,surprise,0.8852121829986572
19,neutral,0.6915416717529297
2748,neutral,0.3867766261100769
5399,neutral,0.4857584834098816
8078,neutral,0.4502542316913605
6871,disgust,0.29521265625953674
4708,sadness,0.690299928188324
9476,sadness,0.8904687166213989
809,disgust,0.9048676490783691
7477,sadness,0.896882951259613
2273,disgust,0.7354122400283813
1923,fear,0.5989207029342651
1470,disgust,0.8297916650772095
7934,disgust,0.9706692099571228
7407,neutral,0.7824505567550659
2406,disgust,0.6014973521232605
1142,surprise,0.9646016359329224
1747,neutral,0.3951248526573181
5709,joy,0.9040813446044922
4975,neutral,0.47664451599121094
7300,surprise,0.927729606628418
8148,joy,0.5868873000144958
2833,fear,0.8243334889411926
3131,neutral,0.49575915932655334
1310,joy,0.8573402762413025
8650,neutral,0.8016509413719177
6774,neutral,0.525836706161499
6756,neutral,0.7684519290924072
620,surprise,0.4152812957763672
2701,fear,0.5572698712348938
2199,neutral,0.7626081705093384
6196,joy,0.7205504179000854
8824,disgust,0.41829484701156616
1046,sadness,0.8296041488647461
5768,joy,0.37363889813423157
9947,joy,0.9464493989944458
9019,surprise,0.9023619890213013
743,sadness,0.5404716730117798
222,sadness,0.48927634954452515
3149,joy,0.8078485727310181
625,anger,0.9627403616905212
9334,joy,0.5136922597885132
7566,joy,0.9510496854782104
4582,joy,0.5655070543289185
5711,neutral,0.4783203899860382
3284,neutral,0.47997844219207764
7585,neutral,0.8027982115745544
9646,neutral,0.453189879655838
1530,joy,0.736382246017456
9685,anger,0.46155744791030884
353,fear,0.7024847865104675
2474,fear,0.4043920338153839
8013,neutral,0.4947376251220703
6475,disgust,0.7153457999229431
6449,disgust,0.7929784059524536
239,anger,0.4604155719280243
2625,surprise,0.4979154169559479
9786,sadness,0.801990807056427
7198,disgust,0.611741840839386
7692,neutral,0.3429453372955322
2997,neutral,0.7287562489509583
6440,disgust,0.8032474517822266
4562,joy,0.47291430830955505
8614,joy,0.5876350402832031
1479,joy,0.8931593298912048
1018,fear,0.6369348168373108
3094,fear,0.9894492626190186
6182,sadness,0.6818680167198181
4960,sadness,0.7707740068435669
8492,sadness,0.7000178694725037
1103,disgust,0.9279415011405945
6081,disgust,0.8330093026161194
9525,sadness,0.430337131023407
5190,sadness,0.4232223331928253
4181,sadness,0.8332023024559021
4467,disgust,0.6005050539970398
1626,fear,0.8493914008140564
6717,disgust,0.8213793039321899
3798,sadness,0.444995254278183
3053,joy,0.4652687609195709
2867,surprise,0.6292935609817505
1432,sadness,0.661871075630188
7983,surprise,0.5916752219200134
9346,disgust,0.802598237991333
9419,fear,0.9489406943321228
4076,disgust,0.5774344801902771
217,sadness,0.8153670430183411
3555,neutral,0.5000230073928833
7936,surprise,0.8881591558456421
8421,sadness,0.3643162250518799
1034,fear,0.9579097032546997
3773,neutral,0.6467971205711365
4132,fear,0.6588084697723389
2335,disgust,0.4932175278663635
6492,disgust,0.5022335052490234
1482,neutral,0.6320205926895142
906,joy,0.940350353717804
6088,disgust,0.796927809715271
6466,disgust,0.37109705805778503
5676,disgust,0.5063843727111816
2770,neutral,0.4971824884414673
1805,joy,0.49069738388061523
7374,disgust,0.9156810641288757
2114,neutral,0.29839321970939636
4534,sadness,0.6536694169044495
2531,surprise,0.7980378866195679
8525,disgust,0.6822837591171265
3470,disgust,0.9190576672554016
1402,fear,0.6434769630432129
852,disgust,0.7773253321647644
3082,neutral,0.895973265171051
8024,disgust,0.5168203115463257
7565,sadness,0.7735235691070557
5529,neutral,0.680814266204834
7854,surprise,0.3756987750530243
4932,neutral,0.6274273991584778
5159,surprise,0.495588481426239
9715,disgust,0.6211938858032227
3846,disgust,0.83309406042099
6483,fear,0.8113602995872498
747,disgust,0.5685179233551025
3034,disgust,0.9324348568916321
347,disgust,0.6508558392524719
3351,neutral,0.5743025541305542
2864,disgust,0.39622819423675537
2167,neutral,0.44310319423675537
6954,neutral,0.899480402469635
6209,disgust,0.3144895136356354
2777,surprise,0.9525718688964844
1441,neutral,0.761256754398346
5657,anger,0.24543032050132751
9657,neutral,0.7202383875846863
3027,neutral,0.7051579356193542
6117,disgust,0.9489876627922058
2483,sadness,0.4191332459449768
2882,surprise,0.5495240688323975
5561,sadness,0.4568823277950287
763,neutral,0.4829455018043518
6481,fear,0.901502788066864
1616,fear,0.8747192025184631
1222,neutral,0.8177255392074585
8664,disgust,0.8643350601196289
6221,disgust,0.6080268025398254
1576,disgust,0.629336416721344
9391,disgust,0.7147834300994873
6350,surprise,0.35572195053100586
3782,fear,0.29706841707229614
4374,neutral,0.3108407258987427
708,neutral,0.5187054872512817
509,disgust,0.8647329807281494
2954,sadness,0.8741608262062073
7537,sadness,0.5202423930168152
6338,surprise,0.47561725974082947
8922,sadness,0.3390919268131256
7063,sadness,0.8857777714729309
7162,disgust,0.6232743859291077
7371,surprise,0.704236626625061
6828,disgust,0.632510244846344
3615,sadness,0.3903597891330719
4656,neutral,0.4116193354129791
6975,disgust,0.5838702321052551
4350,joy,0.9595394730567932
711,sadness,0.6535670757293701
6478,disgust,0.5357708930969238
9129,fear,0.9598066210746765
8204,surprise,0.4968113601207733
9203,joy,0.9367641806602478
712,disgust,0.46281397342681885
9112,neutral,0.6126030087471008
1245,sadness,0.4372778832912445
9785,joy,0.5102128386497498
6848,sadness,0.7874922156333923
5133,neutral,0.7912846803665161
715,neutral,0.5959991812705994
3463,fear,0.7523772716522217
4394,neutral,0.546464741230011
4568,neutral,0.6248738765716553
8803,disgust,0.6851782202720642
8489,disgust,0.8766812682151794
7701,joy,0.9262938499450684
212,neutral,0.8710276484489441
9767,fear,0.9544692635536194
6838,joy,0.7748699188232422
1010,neutral,0.7779102325439453
323,disgust,0.5314993858337402
5396,neutral,0.6336452960968018
5990,sadness,0.3177569806575775
3172,joy,0.8775749206542969
334,joy,0.8754693269729614
8305,disgust,0.8159769773483276
2210,neutral,0.5390158891677856
4271,anger,0.9792165160179138
6740,surprise,0.4525131285190582
233,joy,0.9304623007774353
5950,disgust,0.47357359528541565
5737,joy,0.8347947001457214
7921,neutral,0.43602412939071655
2348,joy,0.49558401107788086
2036,fear,0.42022672295570374
7484,fear,0.6063782572746277
6006,fear,0.8571929931640625
4553,surprise,0.9761672019958496
8072,disgust,0.8860172033309937
1458,surprise,0.47048497200012207
3288,neutral,0.3308793604373932
3064,fear,0.6134235858917236
9436,disgust,0.9135957360267639
774,sadness,0.7438960075378418
6832,disgust,0.8750378489494324
871,fear,0.7925607562065125
8749,disgust,0.9805223345756531
1263,joy,0.7438463568687439
4833,joy,0.8492484092712402
3894,joy,0.6919951438903809
6323,disgust,0.7293247580528259
9212,disgust,0.5666198134422302
7019,joy,0.44732487201690674
1220,anger,0.4449308216571808
1446,surprise,0.3971165418624878
3184,surprise,0.633529782295227
408,fear,0.6953568458557129
4344,disgust,0.7116885185241699
3021,fear,0.8743464946746826
2303,disgust,0.39242467284202576
6271,joy,0.6713178157806396
8280,disgust,0.6454353928565979
6641,neutral,0.44776999950408936
6955,disgust,0.7069591879844666
2109,disgust,0.49498769640922546
5351,disgust,0.3439825773239136
9683,neutral,0.3701155185699463
8343,surprise,0.9128264784812927
4549,joy,0.9341213703155518
1880,fear,0.8022873997688293
5945,anger,0.8936207890510559
1737,disgust,0.7823001146316528
7793,neutral,0.45201030373573303
5212,surprise,0.4376048147678375
3208,joy,0.8066160678863525
7082,disgust,0.7808975577354431
2055,disgust,0.30099350214004517
1688,joy,0.4159626066684723
4779,sadness,0.5936744809150696
7475,disgust,0.9474994540214539
7876,disgust,0.9220232367515564
6749,joy,0.38474041223526
8555,fear,0.89925616979599
8122,neutral,0.49826523661613464
6990,sadness,0.6843481063842773
8266,disgust,0.6836673617362976
8539,disgust,0.7644691467285156
3392,anger,0.5815830826759338
6325,disgust,0.5930382013320923
3528,joy,0.7155382037162781
4604,disgust,0.9486835598945618
7023,neutral,0.44504618644714355
6321,neutral,0.6000452637672424
745,disgust,0.724648118019104
710,disgust,0.9239932894706726
379,disgust,0.4155864715576172
8782,surprise,0.9490551948547363
3011,sadness,0.925209105014801
8858,neutral,0.5382205247879028
7152,joy,0.5374660491943359
8566,neutral,0.4635303020477295
3497,disgust,0.8486798405647278
3889,disgust,0.4813874661922455
4484,fear,0.5144875645637512
4011,neutral,0.3409310579299927
2619,neutral,0.8809615969657898
6670,disgust,0.8952412009239197
6512,joy,0.8509255647659302
3467,surprise,0.8804164528846741
1313,neutral,0.4821924865245819
8605,sadness,0.8411669135093689
2069,joy,0.8048214316368103
2982,neutral,0.6009027361869812
5914,joy,0.9016150832176208
9170,neutral,0.8240055441856384
1285,surprise,0.3201654553413391
8990,fear,0.597525954246521
8429,joy,0.4688984453678131
1349,neutral,0.4829122722148895
2611,surprise,0.3081290125846863
9494,neutral,0.6978198289871216
3668,disgust,0.8076440691947937
2221,sadness,0.3842228353023529
427,neutral,0.6665439009666443
653,sadness,0.7989075183868408
9913,surprise,0.3412066102027893
3535,neutral,0.7818108201026917
7736,neutral,0.6811397075653076
3245,disgust,0.40755778551101685
4740,fear,0.48340171575546265
9068,disgust,0.7865088582038879
4099,disgust,0.4703424274921417
4100,neutral,0.522509753704071
6959,disgust,0.5197471380233765
611,fear,0.6393163800239563
4288,disgust,0.7538473010063171
8570,disgust,0.9256032705307007
9712,joy,0.5708264112472534
1543,fear,0.950095534324646
9535,disgust,0.5130729079246521
3853,disgust,0.9025747179985046
554,sadness,0.6557325124740601
6365,joy,0.7664793729782104
511,disgust,0.9580919146537781
3206,fear,0.9109135270118713
8084,disgust,0.8600077033042908
967,disgust,0.3063901364803314
6043,neutral,0.5493945479393005
6879,fear,0.8831104636192322
6775,disgust,0.9310964345932007
3295,sadness,0.8552978038787842
8701,neutral,0.41003379225730896
3429,neutral,0.6628723740577698
8870,surprise,0.9690792560577393
6962,joy,0.927985668182373
2088,disgust,0.34088432788848877
8499,neutral,0.3793914020061493
6162,disgust,0.5776199698448181
3210,neutral,0.6980462074279785
9200,fear,0.7646104693412781
6605,neutral,0.4995875060558319
1109,fear,0.9791371822357178
5728,fear,0.48021137714385986
7829,fear,0.9691099524497986
1038,neutral,0.9354302287101746
1194,neutral,0.4173000752925873
4474,disgust,0.41680726408958435
9874,sadness,0.9584846496582031
2122,neutral,0.49829110503196716
4982,disgust,0.6042110323905945
8973,neutral,0.6083264946937561
5700,disgust,0.8766106963157654
934,disgust,0.7736033797264099
6101,disgust,0.6433132886886597
4689,joy,0.9548515677452087
394,disgust,0.965609073638916
4685,neutral,0.49630624055862427
8776,anger,0.5940861701965332
9165,sadness,0.8078877329826355
5980,disgust,0.5481765270233154
9942,disgust,0.9039046168327332
2191,neutral,0.8417291641235352
1297,anger,0.283168226480484
5044,joy,0.6442996263504028
1162,neutral,0.35483813285827637
4254,neutral,0.42204082012176514
6372,disgust,0.5281803607940674
1527,neutral,0.6164171099662781
4342,fear,0.43764710426330566
2030,disgust,0.5197411775588989
3060,neutral,0.4918448030948639
58,disgust,0.4520980417728424
2405,disgust,0.825129508972168
5006,surprise,0.31135693192481995
6157,anger,0.5053327679634094
7375,surprise,0.3391343653202057
4506,neutral,0.393779993057251
5214,sadness,0.8855890035629272
6029,disgust,0.9385233521461487
1780,joy,0.679766058921814
5447,disgust,0.7701008319854736
4606,neutral,0.3659266233444214
6914,joy,0.3905559778213501
676,fear,0.3536812663078308
3582,neutral,0.5763412117958069
3653,disgust,0.917697548866272
7920,neutral,0.45962682366371155
9499,surprise,0.7030624747276306
2732,fear,0.9121568202972412
4787,neutral,0.5409281253814697
2754,fear,0.7053894400596619
2337,disgust,0.4649701714515686
3643,neutral,0.4122934341430664
7737,disgust,0.64200758934021
5516,neutral,0.5020223259925842
5246,neutral,0.8359695076942444
866,disgust,0.723676323890686
4447,disgust,0.6380630135536194
5071,sadness,0.2737070918083191
4881,surprise,0.4919586181640625
9510,neutral,0.6523723006248474
3002,neutral,0.6199584603309631
2225,neutral,0.6067285537719727
9056,neutral,0.7066153287887573
4826,disgust,0.8829711079597473
7621,fear,0.7658824920654297
9689,disgust,0.9167154431343079
5500,neutral,0.44399574398994446
9700,sadness,0.7493429183959961
8478,disgust,0.8720645904541016
5502,disgust,0.5158917307853699
1210,surprise,0.4892745912075043
9083,joy,0.6361479759216309
2288,fear,0.8990652561187744
2183,neutral,0.4946249723434448
2862,neutral,0.5215464234352112
6861,disgust,0.5311803817749023
2362,neutral,0.41556844115257263
8463,disgust,0.4886787235736847
6332,neutral,0.8364529013633728
4064,surprise,0.8087064027786255
9546,fear,0.5237104296684265
617,disgust,0.5608504414558411
3281,disgust,0.8462685942649841
5226,joy,0.8481179475784302
3397,joy,0.9733549952507019
3065,fear,0.30979248881340027
766,neutral,0.6663492321968079
7078,fear,0.7429404854774475
5279,neutral,0.45919060707092285
4149,sadness,0.9253811836242676
1144,fear,0.8629015684127808
4248,disgust,0.5967678427696228
4110,sadness,0.9321780800819397
462,fear,0.9089364409446716
2932,disgust,0.9469700455665588
4623,neutral,0.7079652547836304
3813,sadness,0.7650582194328308
6308,surprise,0.9033858776092529
4341,disgust,0.6038559675216675
5300,disgust,0.8664333820343018
6804,neutral,0.9049604535102844
3282,fear,0.8239349722862244
2574,joy,0.8881096839904785
7961,fear,0.3912501633167267
7879,neutral,0.5356329679489136
828,disgust,0.6634041666984558
6486,neutral,0.6906771659851074
7599,neutral,0.7996792197227478
2540,fear,0.46830108761787415
5746,sadness,0.8221886157989502
8526,disgust,0.9881725907325745
9566,sadness,0.7097895741462708
3742,joy,0.802119255065918
7498,disgust,0.7240120768547058
3524,disgust,0.6380273103713989
20,neutral,0.34140124917030334
1915,disgust,0.9493049383163452
6571,neutral,0.7358578443527222
9018,joy,0.2793196141719818
2012,fear,0.9471883773803711
5405,sadness,0.8664852380752563
1295,sadness,0.7976531386375427
3745,disgust,0.6847510933876038
591,fear,0.7063841819763184
1406,neutral,0.4045659303665161
221,surprise,0.6364596486091614
5617,joy,0.9394295811653137
6248,neutral,0.3973253667354584
4418,disgust,0.314274400472641
858,joy,0.652840793132782
1783,anger,0.9635319113731384
7259,neutral,0.4448908865451813
6856,neutral,0.40761756896972656
1954,joy,0.44618716835975647
1746,joy,0.6228658556938171
3132,neutral,0.3633654713630676
8036,fear,0.8548668026924133
8850,disgust,0.6305229067802429
994,disgust,0.6386933326721191
6108,sadness,0.5473323464393616
730,surprise,0.8089238405227661
6974,anger,0.23305551707744598
6273,joy,0.8094782829284668
6751,surprise,0.9066594243049622
3509,fear,0.7468166947364807
3533,joy,0.9342543482780457
2513,neutral,0.7593876123428345
5436,neutral,0.7065723538398743
3625,disgust,0.4655032455921173
465,disgust,0.906987726688385
6755,disgust,0.5497665405273438
6759,disgust,0.6963229775428772
7991,disgust,0.866115927696228
157,neutral,0.3766065835952759
3960,disgust,0.6014686822891235
8832,neutral,0.5020064115524292
5470,joy,0.5789402723312378
185,neutral,0.6549346446990967
1002,neutral,0.7875469923019409
9508,disgust,0.8583792448043823
5623,neutral,0.42623430490493774
400,disgust,0.8937891721725464
6240,joy,0.9758548140525818
8940,disgust,0.9098019003868103
9932,disgust,0.2814617455005646
7342,fear,0.3847515881061554
9832,sadness,0.6697691082954407
8466,anger,0.502905011177063
8756,joy,0.5644934177398682
7958,disgust,0.6815179586410522
1250,disgust,0.6005508303642273
3143,neutral,0.7951008081436157
7430,sadness,0.7280264496803284
59,surprise,0.9325103163719177
7855,fear,0.802493155002594
1113,disgust,0.9551862478256226
3057,disgust,0.6070640683174133
9569,neutral,0.7019805312156677
1328,disgust,0.9737768173217773
4995,joy,0.9030674695968628
6682,disgust,0.5735664367675781
2072,joy,0.49310189485549927
4793,joy,0.800147294998169
6829,surprise,0.4559885561466217
9629,neutral,0.4532729387283325
8218,disgust,0.7608217597007751
7567,neutral,0.4860844910144806
5922,sadness,0.7054634690284729
1550,fear,0.6263979077339172
1009,neutral,0.4907425045967102
3755,sadness,0.809422492980957
8681,disgust,0.8428329825401306
9342,neutral,0.8840305805206299
8009,neutral,0.808107852935791
3860,joy,0.5045472979545593
3148,disgust,0.8313153386116028
2519,fear,0.6893196105957031
3127,disgust,0.9647523760795593
9084,joy,0.4993458688259125
5316,sadness,0.587942361831665
1195,neutral,0.7765812277793884
9050,joy,0.8010532259941101
879,disgust,0.6497034430503845
6989,fear,0.8755810260772705
2487,neutral,0.8061334490776062
2840,surprise,0.9389767646789551
4329,disgust,0.4557822644710541
2930,neutral,0.9229488968849182
6424,surprise,0.811688244342804
2485,joy,0.43278631567955017
5747,fear,0.6950398087501526
883,neutral,0.6470198035240173
4914,fear,0.4683912396430969
6210,sadness,0.8889371156692505
9578,neutral,0.5380210280418396
211,neutral,0.3492172956466675
2275,disgust,0.3806224763393402
2328,anger,0.891708254814148
4950,disgust,0.7450894117355347
3319,fear,0.599597156047821
9834,disgust,0.8217283487319946
4607,neutral,0.4727230668067932
1438,disgust,0.7805019021034241
467,disgust,0.8449146151542664
5466,disgust,0.9269904494285583
3329,disgust,0.5818220376968384
5828,joy,0.24301303923130035
8607,fear,0.6278814673423767
696,neutral,0.3440050780773163
7267,disgust,0.835134744644165
9144,joy,0.9561843276023865
8180,neutral,0.6507871747016907
9938,neutral,0.5675145387649536
1314,neutral,0.6081995964050293
2301,disgust,0.4554639160633087
2039,sadness,0.9401166439056396
7108,fear,0.44984737038612366
3666,sadness,0.44036856293678284
914,joy,0.4925764799118042
12,disgust,0.7309210896492004
8583,joy,0.9141222238540649
6427,neutral,0.6783177256584167
1536,surprise,0.9475989937782288
736,neutral,0.8307957053184509
8201,anger,0.42531272768974304
8652,joy,0.8293092846870422
453,sadness,0.9111529588699341
4345,sadness,0.7941853404045105
927,disgust,0.46799707412719727
6291,neutral,0.5783802270889282
8281,surprise,0.7982027530670166
8722,fear,0.8512009382247925
6473,sadness,0.8302417397499084
37,neutral,0.362832248210907
5770,joy,0.4460456371307373
2554,disgust,0.9492599964141846
7632,fear,0.6749570369720459
9998,anger,0.8654179573059082
6620,surprise,0.8506403565406799
940,neutral,0.8708434700965881
7398,sadness,0.5106680393218994
6128,fear,0.9757437705993652
9829,joy,0.7997889518737793
2680,neutral,0.6369465589523315
4354,surprise,0.30318889021873474
3058,disgust,0.46554574370384216
7880,surprise,0.865829586982727
738,joy,0.8805624842643738
538,neutral,0.37708181142807007
3325,joy,0.7573471069335938
4239,anger,0.43182680010795593
1400,surprise,0.8813855648040771
4046,disgust,0.6003789901733398
5137,joy,0.7542681097984314
4229,sadness,0.5985442996025085
4191,neutral,0.7700538635253906
9142,disgust,0.9547631144523621
5538,surprise,0.674922525882721
2692,sadness,0.2880924642086029
5340,fear,0.8528265357017517
9917,joy,0.35487958788871765
7670,fear,0.934934675693512
9173,disgust,0.9172988533973694
1807,disgust,0.5462775230407715
5111,disgust,0.7905840277671814
3989,surprise,0.5005107522010803
3455,neutral,0.36942702531814575
2907,anger,0.44042104482650757
6651,sadness,0.5394056439399719
8287,fear,0.35336610674858093
6244,joy,0.6969776153564453
2697,disgust,0.5031177997589111
4016,neutral,0.5946884155273438
4339,disgust,0.8121719360351562
4645,neutral,0.516768753528595
